Fundamental Rights|Polity|fundamental rights|fundamental right|FRs|right against exploitation|constitutional remedies|article 14|article 15|article 16|article 17|article 19|article 20|article 21|article 22|article 23|article 24|article 25|article 26|article 29|article 30|article 32|right to privacy|right to life|freedom of speech|untouchability
Right to Life and Privacy|Polity|right to life|right to privacy|article 21|personal liberty|puttaswamy
Equality and Discrimination|Polity,Society|equality|discrimination|untouchability|article 14|article 15|article 16|article 17|equal protection
Freedom of Speech|Polity|freedom of speech|freedom of expression|article 19|sedition
Fundamental Duties|Polity|fundamental duties|fundamental duty|51a|scientific temper
DPSP|Polity,Social Justice|directive principles|directive principle|DPSP|article 39|article 40|article 44|article 48
Judiciary|Polity|judiciary|judicial|supreme court|high court|judges|tribunal|judicial review|public interest litigation|PIL|writ|separation of powers
Judicial Review|Polity|judicial review|basic structure|kesavananda|constitutional amendment|amending power
Writs and Remedies|Polity|writs|writ|habeas corpus|mandamus|certiorari|quo warranto|prohibition|article 32|article 226
Federalism|Polity|federalism|federal|centre-state|center-state|union and state|inter-state|interstate|seventh schedule|union list|state list|concurrent list|cooperative federalism
Local Government|Polity,Governance|panchayat|municipal|local self|local government|gram sabha|gram sabhas|urban local|73rd amendment|74th amendment|pesa
Tribal Rights|Polity,Society,Environment|tribal|tribals|scheduled tribes|adivasi|forest rights|pesa|fifth schedule|sixth schedule|5th schedule|6th schedule
Forest Rights|Environment,Polity,Society|forest rights|scheduled tribes and other traditional forest dwellers|pesa|minor forest produce
Parliament|Polity|parliament|parliamentary|lok sabha|rajya sabha|speaker|legislature|legislative|money bill|finance bill|no-confidence|zero hour|question hour
Parliamentary Committees|Polity,Governance|parliamentary committee|standing committee|public accounts committee|estimates committee|committee on public undertakings
Elections|Polity|election|electoral|delimitation|right to vote|representation of the people|rpa|political parties|anti-defection|tenth schedule
Constitutional Bodies|Polity,Governance|election commission|finance commission|comptroller|auditor general|CAG|union public service commission|national commission for scheduled
Governor and President|Polity|governor|president of india|presidential|president's rule|president’s rule|pardoning power
Executive|Polity|council of ministers|prime minister|cabinet|union executive|state executive|attorney general|chief minister
Emergency Provisions|Polity|national emergency|financial emergency|emergency provisions|article 356|president's rule|president’s rule
Citizenship|Polity,Society|citizenship|citizen of india|citizens of india|national register|overseas citizen
Constitution and Preamble|Polity|constitution|constitutional|preamble|constituent assembly|constitutionalism
Secularism|Polity,Society|secular|secularism|religious freedom|religious minority|religious minorities|freedom of religion
Reservations and Social Justice|Polity,Social Justice,Society|reservation|affirmative action|backward classes|scheduled castes|scheduled tribes|social justice|weaker sections
Accountability and Transparency|Governance,Ethics|accountability|transparency|right to information|RTI|citizens charter|citizen charter|citizen's charter|citizen’s charter|social audit|whistleblower
Civil Services|Governance,Ethics|civil service|civil servant|public servant|bureaucracy|public administration|karmayogi|public service values
Corruption and Probity|Governance,Ethics|corruption|bribe|bribery|probity|nepotism|vigilance|embezzlement|misappropriation
Conflict of Interest|Ethics,Governance|conflict of interest|conflicting interests|vested interests
Ethical Dilemmas|Ethics|ethical dilemma|moral dilemma|ethical issues|ethical concerns|ethical issue|conscience|moral principles|ethical principles
Integrity|Ethics|integrity|honesty|honest|truthfulness|upright
Empathy and Compassion|Ethics,Society|empathy|compassion|tolerance|humanitarian|sympathy
Attitude and Persuasion|Ethics,Society|attitude|persuasion|social influence|prejudice
Emotional Intelligence|Ethics|emotional intelligence|emotional competence|emotions
Human Values|Ethics,Society|human values|moral values|value education|moral education|ethical values|family values
Ethical Thinkers|Ethics|kant|aristotle|socrates|plato|john rawls|bentham|vivekananda|moral thinkers|philosophers|utilitarian|deontology|teleology
Corporate Governance|Governance,Ethics,Economy|corporate governance|corporate social responsibility|CSR|business ethics|corporate ethics
E-governance|Governance,Science and Technology|e-governance|egovernance|digital governance|digital india|aadhaar|aadhar|digital public infrastructure
Civil Society and SHGs|Governance,Society|civil society|self-help|self help|SHG|non-governmental|NGO|pressure groups|charitable trust
Education|Social Justice,Society|education|educational|school|schooling|literacy|learning|university|universities|nalanda|taxila
Health|Social Justice,Science and Technology|health|healthcare|medical|medicine|disease|vaccination|vaccine|malnutrition|pandemic|epidemic|immunization
Women and Gender|Society,Social Justice|women|woman|gender|female|maternal|patriarchy|patriarchal|feminism|girl child
Children and Child Labour|Society,Social Justice|children|child labour|child labor|child marriage|juvenile|childhood
Disability|Social Justice|disability|disabled|disabilities|divyang
Poverty and Hunger|Social Justice,Economy|poverty|hunger|food security|malnutrition|multidimensional poverty|public distribution|undernutrition
Caste|Society,Social Justice|caste|dalit|untouchability|social stratification
Communalism|Society,Internal Security|communalism|communal|religious conflict|sectarian
Indian Society|Society|indian society|social institutions|kinship|family|diversity|pluralism|social change|social empowerment
Urbanisation|Society,Geography,Governance|urbanization|urbanisation|urban development|urban planning|smart cities|slums|urban areas|urban flooding
Population and Migration|Society,Geography,Economy|population|demographic|migration|migrant|refugee|urbanisation|urbanization|fertility rate|ageing|aging
Globalisation|Economy,Society|globalisation|globalization|liberalisation|liberalization|LPG reforms
Banking and Finance|Economy|bank|banking|banks|financial institution|financial system|credit|non-performing|NPA|microfinance|nbfc
RBI and Monetary Policy|Economy|reserve bank|RBI|monetary policy|repo|reverse repo|cash reserve ratio|statutory liquidity|money supply|liquidity|open market operations
Inflation|Economy|inflation|price stability|consumer price index|wholesale price|deflation|price rise
Fiscal Policy and Budget|Economy,Governance|fiscal|budget|taxation|public expenditure|deficit|government borrowing|revenue expenditure|capital expenditure
GST and Taxation|Economy,Polity|GST|goods and services tax|direct tax|indirect tax|income tax|corporation tax|tax revenue
Economic Growth and GDP|Economy|economic growth|GDP|gross domestic|national income|economic development|capital formation|planning commission|five year plan|niti aayog
Employment|Economy,Society|employment|unemployment|jobless|labour|labor|workforce|labour force|jobs|skill development|gig economy
Financial Inclusion|Economy,Social Justice|financial inclusion|jan dhan|mudra|priority sector|microfinance|self-help groups|banking correspondent|small finance bank
Capital Markets|Economy|capital market|stock exchange|stock market|securities|mutual fund|hedge fund|venture capital|equity|debenture|SEBI|bond yield|bonds
Digital Economy|Economy,Science and Technology|digital economy|digital payment|UPI|payment bank|cryptocurrency|blockchain|bitcoin|fintech|digital rupee|CBDC
Foreign Trade and Investment|Economy,International Relations|foreign trade|exports|imports|foreign investment|FDI|FPI|balance of payments|trade deficit|tariff|foreign exchange|exchange rate|devaluation|convertibility
Infrastructure|Economy,Geography|infrastructure|highways|railways|ports|transport|logistics|industrial corridor|public-private partnership|PPP model
Industry and MSMEs|Economy|MSME|manufacturing|industrial sector|small scale industries|industrial policy|production linked|semiconductor industry
Sustainable Development|Environment,Economy|sustainable development|sustainability|sustainable growth|circular economy|green economy|SDG|sustainable use
Agriculture and Farmers|Agriculture,Economy|agriculture|agricultural|farmer|farmers|farming|cultivation|agrarian|rural economy
Crops and Cropping|Agriculture,Geography|crop|cropping|crops|rice|wheat|millet|pulses|cotton|sugarcane|plantation|horticulture
Irrigation and Water Management|Agriculture,Geography,Environment|irrigation|water management|water conservation|groundwater|ground water|rainwater|watershed|aquifer|water stress|water scarcity
Soils and Land Degradation|Agriculture,Geography,Environment|soil|soils|desertification|land degradation|soil erosion|salinisation|salinization
Agricultural Policy|Agriculture,Economy,Governance|minimum support price|MSP|procurement|agricultural subsidy|farm subsidy|crop insurance|e-NAM|food corporation|APMC|public distribution system
Food Processing and Supply Chains|Agriculture,Economy|food processing|cold chain|supply chain|food wastage|food storage|food preservation
Biotechnology and GM Crops|Science and Technology,Agriculture|biotechnology|genetic engineering|genetically modified|GM crops|Bt cotton|gene editing|CRISPR|Cas9|transgenic|genome
Land Reforms|Agriculture,Modern History,Economy|land reform|land reforms|land ceiling|tenancy|zamindari|land acquisition
Animal Husbandry and Fisheries|Agriculture,Economy|animal husbandry|livestock|dairy|fisheries|aquaculture|pisciculture|blue revolution
Biodiversity and Conservation|Environment|biodiversity|wildlife|conservation|endangered|extinction|IUCN|CITES|species|national park|biosphere reserve
Forests|Environment,Geography|forest|forests|deforestation|afforestation|silviculture|mangrove|mangroves|forest cover
Protected Areas|Environment,Geography|national park|wildlife sanctuary|biosphere reserve|tiger reserve|protected area|protected areas
Ecology and Ecosystems|Environment|ecology|ecological|ecosystem|ecosystems|food chain|food web|ecological succession|biome|trophic
Climate Change|Environment,Geography,International Relations|climate change|global warming|greenhouse|carbon emission|carbon dioxide|carbon footprint|carbon sink|carbon credit|net zero|paris agreement|UNFCCC|IPCC|kyoto|ozone depletion
Pollution|Environment,Science and Technology|pollution|pollutant|pollutants|air quality|particulate|smog|acid rain|eutrophication|toxic|contamination|sewage
Waste Management|Environment,Governance|waste management|solid waste|plastic waste|e-waste|recycling|biomedical waste|landfill|waste disposal
Wetlands and Marine Ecology|Environment,Geography|wetland|wetlands|ramsar|coral|corals|coral reef|marine ecosystem|ocean acidification|seagrass
Renewable Energy|Environment,Economy,Science and Technology|renewable energy|solar energy|solar power|wind energy|wind power|biofuel|biofuels|green hydrogen|biofertilizer|biomass|geothermal
Energy Security|Economy,International Relations,Geography|energy security|energy demand|petroleum|crude oil|natural gas|coal|nuclear energy|nuclear power|electricity
Environment Agreements and Laws|Environment,International Relations,Governance|environment protection act|environmental impact assessment|EIA|national green tribunal|montreal protocol|nagoya protocol|cartagena protocol|UNFCCC|paris agreement|kyoto protocol|biodiversity act|biological diversity act
Rivers and Drainage|Geography,Environment|river|rivers|tributary|tributaries|drainage|brahmaputra|ganga|ganges|indus|godavari|krishna river|cauvery|kaveri
Oceans|Geography,Environment|ocean|oceans|oceanic|oceanography|ocean currents|tides|tsunami|ocean salinity|continental shelf
Climatology and Monsoon|Geography|climate|climatic|monsoon|rainfall|el nino|el niño|la nina|la niña|atmosphere|pressure belt|jet stream|trade winds|cyclone|anticyclone|humidity
Geomorphology|Geography|geomorphology|plate tectonic|continental drift|earthquake|volcano|volcanic|fold mountain|erosion|weathering|earth's crust|earth’s crust|mantle|earth's interior|earth’s interior
Mountains and Cryosphere|Geography,Environment|himalaya|himalayan|glacier|glaciers|cryosphere|arctic|antarctic|permafrost|mountain|mountains
Maps and Locations|Geography|location|located|bordering|borders|latitude|longitude|strait|straits|island|islands|sea|seas|countries|country|region
Minerals and Resources|Geography,Economy|mineral|minerals|mining|ore|ores|rare earth|lithium|natural resources|bauxite
Disaster Management|Disaster Management,Geography,Governance|disaster|disasters|earthquake|floods|flooding|landslide|landslides|cloudburst|tsunami|cyclone|drought|disaster risk|rescue and relief
International Organisations|International Relations|united nations|UNESCO|UNICEF|UNDP|UNEP|WHO|world health organization|world trade organization|WTO|world bank|IMF|international monetary fund|international organization|international organisation
Regional Groupings|International Relations|BRICS|SCO|SAARC|ASEAN|BIMSTEC|G20|G7|QUAD|european union|regional grouping|east asia summit
India and Neighbours|International Relations|neighbourhood|neighborhood|pakistan|bangladesh|nepal|bhutan|sri lanka|maldives|myanmar|afghanistan|india-china|india china
Foreign Policy and Diplomacy|International Relations|foreign policy|diplomacy|diplomatic|bilateral|multilateral|strategic partnership|non-alignment|non-aligned|look east|act east
Indian Diaspora|International Relations,Society|indian diaspora|diaspora|overseas indians|indentured labour
Conflict and Security|International Relations,Internal Security|terrorism|terrorist|militancy|insurgency|border security|radicalisation|radicalization|left wing extremism|left-wing extremism|naxal|maoist
Cybersecurity|Internal Security,Science and Technology|cybersecurity|cyber security|cyber attack|cybercrime|ransomware|data protection|data privacy|cyber warfare
Defence|Internal Security,Science and Technology|defence|defense|missile|missiles|armed forces|military|navy|naval|air force|fighter aircraft|submarine
Organised Crime|Internal Security|organised crime|organized crime|money laundering|drug trafficking|human trafficking|smuggling|terror financing
Space and Astronomy|Science and Technology,Geography|space|ISRO|satellite|satellites|astronomy|solar system|planet|planets|universe|black hole|chandrayaan|mangalyaan|gaganyaan|NASA|telescope
Computing and AI|Science and Technology,Ethics|artificial intelligence|machine learning|algorithm|algorithms|quantum computing|internet|computer|computing|robotics|social media|deepfake
Biology and Genetics|Science and Technology|DNA|RNA|gene|genes|genetics|protein|cell|cells|stem cells|virus|viruses|bacteria|microorganism|human genome
Physics and Chemistry|Science and Technology|physics|chemical|chemistry|radiation|radioactive|nuclear|electron|proton|neutron|isotope|nanotechnology|superconductor|graphene|hydrogen
Buddhism|Art and Culture|buddha|buddhist|buddhism|bodhisattva|stupa|stupas|gandhara|mahayana|theravada
Jainism|Art and Culture|jainism|jain|jaina|mahavira|mahavir|tirthankara
Bhakti and Sufi Movements|Art and Culture,Society|bhakti|sufi|sufis|kabir|chaitanya|nanak|alvar|nayanar
Art and Architecture|Art and Culture|architecture|architectural|sculpture|sculptures|rock-cut|rock cut|temple|temples|painting|paintings|stupa|cave|caves|heritage|gandhara
Literature and Languages|Art and Culture|literature|literary|sangam|manuscript|poet|poets|poetry|sanskrit|pali|prakrit|classical language
Music and Dance|Art and Culture|music|dance|dances|dancer|musical|tandava|bharatanatyam|kathak|sattriya|kuchipudi
Ancient India|Art and Culture|ancient india|ancient indian|harappa|harappan|indus valley|vedic|maurya|gupta|ashoka|chola|sangam|pallava|chalukya
Medieval India|Art and Culture|medieval|mughal|sultanate|vijayanagara|akbar|aurangzeb|sher shah|maratha|shivaji
Freedom Struggle|Modern History|freedom struggle|national movement|independence movement|civil disobedience|non-cooperation|quit india|swadeshi|satyagraha|indian national congress|home rule|revolutionary|cripps|cabinet mission
Gandhi|Modern History,Ethics|gandhi|gandhian|satyagraha|non-violence|nonviolence
Social Reform Movements|Modern History,Society|social reform|socio-religious reform|brahmo samaj|arya samaj|satyashodhak|jyotiba phule|raja ram mohan|vidyasagar|temple entry|periyar|ambedkar
Colonial Rule and Economy|Modern History,Economy|colonial|british rule|east india company|permanent settlement|ryotwari|mahalwari|drain of wealth|deindustrialisation|de-industrialization|charter act|government of india act
Revolt of 1857|Modern History|1857|sepoy mutiny|revolt of 1857
Peasant and Tribal Movements|Modern History,Society|peasant movement|tribal movement|santhal|munda|birsa|tebhaga|bardoli|indigo revolt|champaran
Post-independence India|Post Independence,Polity|post-independence|post independence|states reorganisation|states reorganization|linguistic states|integration of princely|green revolution|white revolution
World History|World History|world war|industrial revolution|french revolution|american revolution|decolonisation|decolonization|great depression|cold war|fascism|nazism|mercantilism|suez crisis
Knowledge and Wisdom|Essay,Ethics|knowledge|wisdom|self-discovery|self discovery|learning|truth|reason|rational|perception|thought|research
Happiness and Contentment|Essay,Ethics|happiness|contentment|wantlessness|materialism|desire|luxury|life as a journey|philosophy of want
Justice and Power|Essay,Ethics,Polity|justice|charity|power|influence|liberty|freedom|democracy|democratic|empires
